open,high,low,close,volume,final_sentiment,sentiment_3d_avg,sentiment_7d_avg,sentiment_14d_avg,target,date
0.676947011988652,0.6808285385500575,0.6780777437610168,0.687228336261907,0.06045479556223401,0.21977716856827523,0.3623230421752307,0.313039687714399,0.41236353123299085,1687.25,2023-04-28
0.6806076690765992,0.68819332566168,0.6892105019018462,0.686904651808009,0.07014432398577611,0.5285740834410158,0.3623230421752307,0.313039687714399,0.41236353123299085,1693.15,2023-05-02
0.6771758030566486,0.6854315304948216,0.6870303367659338,0.6923610468880054,0.06381074511484842,0.4918709233026004,0.3623230421752307,0.313039687714399,0.41236353123299085,1727.8,2023-05-03
0.6791434062414201,0.7208285385500576,0.6939419241116984,0.7244058078239156,0.12558948818495522,0.44842985017336645,0.4598991746171829,0.313039687714399,0.41236353123299085,1625.65,2023-05-04
0.6351240047588542,0.6531645569620254,0.633639484182206,0.629936187921946,0.13890476596028836,0.35072347270916443,0.38400251499424665,0.313039687714399,0.41236353123299085,1644.45,2023-05-05
0.6314633476709068,0.6434062140391253,0.640968549958252,0.6473226671599003,0.08145089557449056,0.476016498277818,0.37723673614945263,0.313039687714399,0.41236353123299085,1644.5,2023-05-08
0.6450992953235106,0.6486075949367088,0.6501994619166898,0.6473689077961714,0.0959560312488255,0.521055921690913,0.4082294676730396,0.313039687714399,0.41236353123299085,1652.1,2023-05-09
0.6401574082547816,0.6473647871116227,0.6438445124779664,0.6543974845093868,0.1019242995530801,0.5948399657133994,0.5124046869857342,0.4032064887474147,0.41236353123299085,1653.2,2023-05-10
0.6590555504713096,0.6780667433831989,0.6588273494758325,0.6554147785073524,0.07805238775275652,0.5370986806224879,0.5384711344573664,0.4052558406527464,0.41236353123299085,1667.8,2023-05-11
0.6424453189347488,0.6640736478711161,0.6541887002504869,0.6689170442985296,0.04821600250970443,0.49044009860661836,0.5254060193355065,0.40491186389296707,0.41236353123299085,1675.8,2023-05-12
0.6653244257344193,0.671392405063291,0.673531867520178,0.6763155461019145,0.039288174370132774,0.5090753437165476,0.48880649180732194,0.41949131616463886,0.41236353123299085,1647.3,2023-05-15
